全国地方公共団体コード,ID,地方公共団体名,許可番号,営業形態,名称,電話番号,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,営業者氏名,法人代表者氏名,営業者_所在地_連結表記,営業者_所在地_都道府県,営業者_所在地_市区町村,営業者_所在地_町字,営業者_所在地_番地以下,営業者_所在地_建物名等(方書),営業者_ 電話番号,許可年月日,備考
131067,,,52台浅健衛環き第53号,簡易宿所営業,公認民宿 台東館,(03)3872-5446,浅草五丁目37番8号,,,,,,35.721359,139.796875,,,,,,,,,,1977-12-01,
131067,,,6台台健生環き第10123号,旅館・ホテル営業,宿家 象潟,(03)4500-8997,浅草五丁目39番8号,,,,,,35.720951,139.797394,株式会社宝永,,東京都中央区銀座一丁目23番10-204号,,,,,,,2024-10-23,
131067,,,3台台健生環き第10142号,旅館・ホテル営業,宿家 ふくろう,,浅草五丁目45番9号,,,,,,35.720207,139.799759,SOUﾎｰﾙﾃﾞｨﾝｸﾞｽ株式会社,,千葉県千葉市美浜区新港32番地1,,,,,,(043)244-7860,2021-12-21,
131067,,,30台台健生環き第199号,旅館・ホテル営業,Good Manners House 奥浅草,,浅草五丁目52番5号,,,,,,35.721306,139.797424,Studio LOC合同会社,,東京都台東区浅草五丁目52番5号,,,,,,,2019-02-07,
131067,,,31台台健生環き第10201号,旅館・ホテル営業,Good Manners House 奥浅草 Garden,,浅草五丁目52番6号,,,,,,35.721401,139.797531,Studio LOC合同会社,,東京都台東区浅草五丁目52番5号,,,,,,090-2404-1370,2019-12-20,
131067,,,30台台健生環き第200号,旅館・ホテル営業,Good Manners House 奥浅草 Annex,,浅草五丁目54番7号,,,,,,35.721542,139.797516,Studio LOC合同会社,,東京都台東区浅草五丁目52番5号,,,,,,,2019-02-07,
131067,,,6台台健生環き第10050号,旅館・ホテル営業,風ﾉ逸 HOTEL 浅草,,浅草五丁目60番2号,,,,,,35.722427,139.797073,清田商事株式会社,,千葉県いすみ市小澤1217-1,,,,,,,2024-08-20,
131067,,,6台台健生環き第10153号,旅館・ホテル営業,Hotel Guild 5,,浅草五丁目63番3号,,,,,,35.722271,139.797302,,,,,,,,,,2025-03-18,
131067,,,6台台健生環き第10174号,旅館・ホテル営業,浅草錦ﾎﾃﾙ,080-1225-3567,浅草五丁目65番3号,,,,,,35.72224,139.797943,飛宇株式会社,,東京都千代田区岩本町二丁目1番8号SOUSIA神田ﾋﾞﾙ6階,,,,,,(03)6278-9763,2025-01-14,
131067,,,6台台健生環き第10162号,旅館・ホテル営業,OHAYO･AN,,浅草五丁目68番4号,,,,,,35.72155,139.798386,匯金株式会社,,東京都台東区浅草五丁目47番2号匯金･浅草ﾋﾞﾙ113,,,,,,(03)5830-3192,2025-01-14,
131067,,,31台台健生環き第10021号,旅館・ホテル営業,宿家浅草千の里,,浅草六丁目3番8号,,,,,,35.716221,139.801239,株式会社ｺﾔﾅｷﾞﾏﾈｰｼﾞﾒﾝﾄ,,神奈川県横浜市港北区仲手原二丁目30番24-201号,,,,,,(045)714-3452,2019-05-14,
131067,,,31台台健生環き第10022号,旅館・ホテル営業,宿家浅草千の風,,浅草六丁目3番8号,,,,,,35.716221,139.801239,株式会社小柳土地管理,,神奈川県横浜市中区吉浜町1番地2･2104号室,,,,,,(045)714-3452,2019-05-14,
131067,,,3台台健生環き第10163号,旅館・ホテル営業,宿家 浅草千の川,(03)6802-4915,浅草六丁目3番9号,,,,,,35.716145,139.80127,,,,,,,,,,2021-12-27,
131067,,,5台台健生環き第10183号,旅館・ホテル営業,浅草千の森 Sennomori,(03)4500-8997,浅草六丁目3番9号,,,,,,35.716145,139.80127,,,,,,,,,,2024-01-26,
131067,,,3台台健生環き第10105号,旅館・ホテル営業,浅居ﾎﾃﾙ,,浅草六丁目13番1号,,,,,,35.716736,139.799286,株式会社ﾆｭｰｲﾝﾌﾟ,,東京都世田谷区喜多見七丁目15番13号ｶﾄﾙ･ｾｿﾞﾝ201,,,,,,,2021-10-08,
131067,,,4台台健生環き第10174号,旅館・ホテル営業,LIGHT 浅草,,浅草六丁目15番7号,,,,,,35.716549,139.799805,合同会社ﾊｰﾄ光,,東京都杉並区高円寺南三丁目21番10号203号室,,,,,,,2023-01-25,
131067,,,6台台健生環き第10190号,旅館・ホテル営業,Takano villa,,浅草六丁目19番9号,,,,,,35.71645,139.8013,ｴｽﾃｰﾄ晴海合同会社,,東京都中央区晴海五丁目1番17-1111号,,,,,,,2025-01-20,
131067,,,31台台健生環き第10121号,旅館・ホテル営業,en:STAY ASAKUSA,(03)4500-7817,浅草六丁目22番15号,,,,,,35.717278,139.801712,合同会社 ﾛｰｾﾞﾄｩﾙﾌﾟ,,東京都台東区浅草六丁目22番15号,,,,,,,2019-11-19,
131067,,,6台台健生環き第10086号,旅館・ホテル営業,Softlight Inn,,浅草六丁目29番5号,,,,,,35.717773,139.799301,日本殿堂株式会社 ,,東京都中野区本町1-2-9殿堂dendou201号室,,,,,,080-9770-3330,2024-10-29,
131067,,,31台台健生環き第10221号,旅館・ホテル営業,New City Hotel 新城ﾎﾃﾙ,,浅草六丁目30番11号,,,,,,35.718491,139.799835,K-carve life株式会社,,東京都新宿区左門町1-17 ｱﾊﾟﾙﾄﾏﾝ四谷102,,,,,,,2020-08-27,
131067,,,3台台健生環き第10144号,旅館・ホテル営業,宿家 雀,(03)6802-4915,浅草六丁目35番3号,,,,,,35.718018,139.801468,SOUﾎｰﾙﾃﾞｨﾝｸﾞｽ株式会社,,千葉県千葉市美浜区新港32番地1,,,,,,(043)244-7860,2021-12-21,
131067,,,22台台健生環き第23号,旅館・ホテル営業,ｽﾏｲﾙﾎﾃﾙ浅草,(03)5824-5533,浅草六丁目35番8号,,,,,,35.718304,139.801727,株式会社ﾎｽﾋﾟﾀﾘﾃｨｵﾍﾟﾚｰｼｮﾝｽﾞ,,東京都千代田区神田錦町二丁目5番16号,,,,,,(03)5755-5516,2010-08-03,
131067,,,30台台健生環き第76号,旅館・ホテル営業,遊雲亭,(03)6802-4480,浅草六丁目39番1号,,,,,,35.718784,139.800201,株式会社悠遊JAPAN,,東京都台東区千束二丁目4番3号,,,,,,(03)6802-4966,2018-07-24,
131067,,,30台台健生環き第141号,旅館・ホテル営業,恵の宿,,浅草六丁目39番10号,,,,,,35.719276,139.8004,恵豊株式会社,,東京都台東区浅草橋五丁目20番8号CSﾀﾜｰ113号,,,,,,(03)5829-9266,2018-10-23,
131067,,,31台台健生環き第10103号,旅館・ホテル営業,OKUnoMA,,浅草六丁目40番13号,,,,,,35.718956,139.799957,J&Y Company合同会社,,東京都台東区浅草六丁目40番13号,,,,,,,2019-12-10,
131067,,,5台台健生環き第10245号,旅館・ホテル営業,AKATSUKI HOTEL,,浅草六丁目42番15号,,,,,,35.719463,139.800461,S&Y international株式会社,,東京都目黒区青葉台一丁目6番61号,,,,,,080-3093-5352,2024-05-08,
131067,,,4台台健生環き第10087号,旅館・ホテル営業,stayme THE HOTEL 浅草ﾘﾊﾞｰｻｲﾄﾞ,,浅草七丁目1番8号,,,,,,35.71553,139.802292,matsuri technologies株式会社,,東京都新宿区高田馬場三丁目18番3号,,,,,,(03)6228-0440,2022-10-31,
131067,,,4台台健生環き第10113号,旅館・ホテル営業,HOTEL TOMOS ASAKUSA,(03)5728-2885,浅草七丁目2番4号,,,,,,35.715847,139.801971,ｼﾞｮｰ･ｲﾝﾀｰﾅｼｮﾅﾙ株式会社,,東京都渋谷区円山町10番18号,,,,,,(03)5728-2885,2022-10-24,
131067,,,5台台健生環き第10060号,旅館・ホテル営業,COB HOTEL ASAKUSA,(03)6240-6733,浅草七丁目5番2号,,,,,,35.7169,139.802078,ｱｲｱ株式会社,,東京都渋谷区渋谷一丁目1番5号,,,,,,(03)4578-3451,2023-07-28,
131067,,,30台台健生環き第259号,旅館・ホテル営業,TOE LIBRARY,,浅草七丁目6番4号,,,,,,35.717545,139.802002,,,,,,,,,,2020-04-22,
131067,,,29台台健生環き第117号,旅館・ホテル営業,HOTEL LiVEMAX 浅草橋駅前,(03)3865-2800,浅草橋一丁目1番14号,,,,,,35.69632,139.785431,株式会社ﾘﾌﾞ･ﾏｯｸｽ,,東京都港区赤坂二丁目5番1号9階,,,,,,(03)3505-2290,2018-02-14,
131067,,,2台台健生環き第10124号,旅館・ホテル営業,MONday Apart Premium 秋葉原浅草橋ｽﾃｰｼｮﾝ,(03)5835-6861,浅草橋一丁目5番2号,,,,,,35.696869,139.783691,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2020-11-09,
131067,,,21台台健生環き第34号,旅館・ホテル営業,ﾎﾃﾙﾏｲｽﾃｲｽﾞ浅草橋,(03)6858-0600,浅草橋一丁目5番5号,,,,,,35.697086,139.783447,株式会社ﾏｲｽﾃｲｽﾞ･ﾎﾃﾙ･ﾏﾈｼﾞﾒﾝﾄ,,東京都港区六本木六丁目2番31号,,,,,,(03)6866-4347,2009-11-20,
131067,,,30台台健生環き第16号,旅館・ホテル営業,変なﾎﾃﾙ東京 浅草橋,(03)5687-0606,浅草橋一丁目10番5号,,,,,,35.697075,139.784653,H.I.S.ﾎﾃﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ株式会社,,東京都港区虎ﾉ門四丁目1番1号,,,,,,,2018-06-27,
131067,,,6台台健生環き第10200号,簡易宿所営業,みかみ浅草橋ﾎﾃﾙ,(03)5846-9670,浅草橋一丁目10番10号,,,,,,35.697224,139.785263,三和建設株式会社,,東京都港区南青山五丁目4番30号,,,,,,(03)3797-1181,2025-03-27,
131067,,,62台浅健衛環き第31号,旅館・ホテル営業,THE DAY 浅草橋 by 浅草橋ﾋﾞｼﾞﾈｽﾎﾃﾙ,(03)3865-4747,浅草橋一丁目11番9号,,,,,,35.697094,139.784515,株式会社ｴｲ･ﾋﾞｲ･ｴｲﾁ,,東京都台東区浅草橋一丁目2番8号,,,,,,(03)3865-4747,1987-10-08,
131067,,,6台台健生環き第10191号,旅館・ホテル営業,SUN HOUSE,,浅草橋一丁目24番11号,,,,,,35.697811,139.783447,LJ株式会社,,千葉県白井市桜台四丁目5番2号,,,,,,,2025-02-13,
131067,,,2台台健生環き第10016号,旅館・ホテル営業,ｲﾁﾎﾃﾙ浅草橋,(03)3863-8811,浅草橋一丁目26番6号,,,,,,35.698372,139.783615,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2020-07-02,
131067,,,4台台健生環き第10025号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ<浅草橋駅前>,(03)5821-6511,浅草橋一丁目27番9号,,,,,,35.698086,139.785126,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)5570-2111,2022-07-22,
131067,,,6台台健生環き第10064号,旅館・ホテル営業,ｺｽﾓﾌﾟﾗｻﾞ浅草橋,,浅草橋一丁目35番6号,,,,,,35.698818,139.783752,株式会社ieico,,福岡県北九州市戸畑区東大谷二丁目8番4号,,,,,,,2024-08-26,
131067,,,17台台健生環き第94号,旅館・ホテル営業,ﾎﾃﾙ ﾏｰｷｭﾘｰ,(03)3866-1211,浅草橋二丁目1番9号,,,,,,35.698879,139.787064,株式会社 早川物産ｲﾝﾀｰﾅｼｮﾅﾙ,,東京都練馬区豊玉北六丁目13番15号401号,,,,,,(03)3862-2601,2006-01-19,
131067,,,6台台健生環き第10203号,旅館・ホテル営業,ﾊﾟｲﾝｺｰﾄ浅草橋,(03)6869-0618,浅草橋二丁目20番10号,,,,,,35.699787,139.783691,A.I.M.株式会社,,長野市七瀬中町82番地1,,,,,,,2025-03-11,
131067,,,30台台健生環き第179号,旅館・ホテル営業,一宿旅館 浅草橋,,浅草橋二丁目24番1号,,,,,,35.700375,139.784866,一宿株式会社,,東京都台東区浅草橋二丁目24番1号,,,,,,090-1706-1987,2018-12-19,
131067,,,4台台健生環き第10124号,旅館・ホテル営業,Saffron Casa 浅草橋,(03)5388-6901,浅草橋二丁目24番3号,,,,,,35.700405,139.784531,Saffroncasa Japan株式会社,,東京都台東区浅草橋二丁目24番3号-101室,,,,,,(03)5388-6901,2022-11-17,
131067,,,6台台健生環き第10213号,旅館・ホテル営業,和気会々浅草橋,,浅草橋二丁目27番10号,,,,,,35.700134,139.786606,横山保全株式会社,,東京都中野区鷺宮三丁目9番22号,,,,,,(03)6915-2224,2025-03-24,
131067,,,5台台健生環き第10097号,旅館・ホテル営業,HOTEL 錦 -Nishiki-,,浅草橋二丁目28番9号,,,,,,35.700027,139.786743,晟恒閣株式会社,,大阪府大阪市生野区中川三丁目4番17号304室,,,,,,,2023-09-26,
131067,,,28台台健生環き第14号,簡易宿所営業,簡(かん),(03)5809-3156,浅草橋二丁目29番6号,,,,,,35.69957,139.787109,株式会社華麗,,東京都千代田区富士見二丁目1番11号,,,,,,(03)3221-5482,2016-07-01,
131067,,,29台台健生環き第241号,旅館・ホテル営業,簡Ⅱ,(03)5823-4990,浅草橋二丁目29番6号,,,,,,35.69957,139.787109,株式会社 華麗,,東京都千代田区富士見二丁目1番11号,,,,,,(03)5809-3156,2018-04-27,
131067,,,2台台健生環き第10001号,旅館・ホテル営業,hotel MONday 秋葉原浅草橋,(03)5835-3220,浅草橋二丁目29番12号,,,,,,35.699589,139.787521,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2020-06-09,
131067,,,29台台健生環き第161号,旅館・ホテル営業,ﾎﾃﾙﾙｰﾄｲﾝGrand東京浅草橋,050-5864-0363,浅草橋二丁目29番14号,,,,,,35.699341,139.787354,ﾙｰﾄｲﾝｼﾞｬﾊﾟﾝ株式会社,,東京都品川区大井一丁目35番3号,,,,,,(03)3777-5515,2018-03-13,
131067,,,27台台健生環き第17号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ<浅草橋駅北>,(03)5833-9111,浅草橋三丁目1番10号,,,,,,35.7001,139.787872,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)3505-8200,2015-06-10,
131067,,,28台台健生環き第142号,簡易宿所営業,Little Japan,(03)5825-4076,浅草橋三丁目10番8号,,,,,,35.701443,139.784424,株式会社Little Japan,,東京都台東区浅草橋三丁目10番8号,,,,,,,2017-04-24,
131067,,,30台台健生環き第127号,旅館・ホテル営業,IKIDANE Residential Hotel Asakusabashi,,浅草橋三丁目31番1号,,,,,,35.701214,139.785782,株式会社 IKIDANE,,東京都新宿区市谷砂土原町三丁目5番地,,,,,,(03)6821-6844,2018-10-19,
131067,,,4台台健生環き第10114号,旅館・ホテル営業,UCHI Asakusabashi,,浅草橋三丁目31番1号,,,,,,35.701214,139.785782,ﾄﾘｯﾌﾟｼﾞｬﾊﾟﾝ合同会社,,東京都新宿区西新宿3-5-12ﾄｰｶﾝ新宿第二ｷｬｽﾃｨｰﾙ607号室,,,,,,,2022-12-14,
131067,,,5台台健生環き第10254号,旅館・ホテル営業,浅草橋ｺﾝﾄﾞﾐﾆｱﾑﾎﾃﾙ,,浅草橋三丁目34番7号,,,,,,35.701775,139.784134,株式会社MJ,,東京都台東区三筋二丁目4番10号,,,,,,080-9617-5821,2024-11-14,
131067,,,6台台健生環き第10105号,旅館・ホテル営業,HOTEL ALL IN TOKYO ASAKUSABASHI,(03)3866-5530,浅草橋四丁目3番3号,,,,,,35.697796,139.781326,合同会社翔和地建ﾌﾟﾛﾊﾟﾃｨ,,東京都江東区毛利一丁目21番2号,,,,,,(03)6659-2828,2024-12-17,
131067,,,4台台健生環き第10224号,簡易宿所営業,ﾎﾃﾙﾌﾟﾗｽﾎｽﾃﾙ 東京秋葉原,(03)5687-7131,浅草橋四丁目11番6号,,,,,,35.698448,139.782837,株式会社ﾅｲﾝｱﾜｰｽﾞ,,東京都千代田区神田錦町三丁目19番地1,,,,,,(03)6721-5963,2023-06-09,
131067,,,2台台健生環き第10168号,旅館・ホテル営業,MONday Apart 浅草橋秋葉原,(03)5825-6161,浅草橋四丁目15番5号,,,,,,35.698631,139.780396,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2020-12-28,
131067,,,3台台健生環き第10070号,簡易宿所営業,Cocts,(03)5809-2147,浅草橋五丁目2番7号,,,,,,35.699493,139.781311,住宅建設株式会社,,東京都杉並区上井草四丁目14番22号,,,,,,(03)3394-3900,2021-09-08,
131067,,,6台台健生環き第10104号,旅館・ホテル営業,OOE HOUSE,,浅草橋五丁目18番9号,,,,,,35.701252,139.782959,岩笑株式会社,,東京都墨田区石原四丁目11-12-101号,,,,,,,2025-01-14,
131067,,,28台台健生環き第130号,簡易宿所営業,戦国旅籠 浅草橋宿,,浅草橋五丁目22番8号,,,,,,35.701855,139.781647,株式会社戦国旅籠,,東京都中央区八丁堀三丁目1番11号,,,,,,(03)6262-8986,2018-02-09,
131067,,,2台台健生環き第10009号,簡易宿所営業,Jing House,(03)6778-0348,浅草橋五丁目22番8号,,,,,,35.701855,139.781647,株式会社四叶草,,東京都葛飾区細田3-36-4,,,,,,,2020-06-10,
131067,,,63台下健衛環き第1号,旅館・ホテル営業,ﾎﾃﾙ ﾕﾅｲﾃｯﾄﾞ,(03)3839-0608,池之端一丁目1番4号,,,,,,35.708855,139.769241,(有)創夢館,,東京都台東区池之端1-1-4,,,,,,,1989-10-13,
131067,,,29台台健生環き第47号,簡易宿所営業,88ｹﾞｽﾄﾊｳｽ,(03)5817-4852,池之端一丁目1番4号,,,,,,35.708855,139.769241,,,,,,,,,,2017-08-14,
131067,,,6台台健生環き第10090号,簡易宿所営業,ﾗｲﾄｳｫｰｶｰ,(03)5817-4852,池之端一丁目1番4号,,,,,,35.708855,139.769241,ﾀｲｽﾞ株式会社,,千葉県松戸市小金1ﾋﾟｺﾃｨ北小金東館601,,,,,,,2025-03-25,
131067,,,10台台健生環き第16号,旅館・ホテル営業,ﾀﾞｲﾔﾓﾝﾄﾞﾎﾃﾙ,(03)3836-1351,池之端一丁目1番5号,,,,,,35.708992,139.769257,株式会社  ﾀﾞｲﾔﾓﾝﾄﾞﾎﾃﾙ,,東京都台東区池之端一丁目1番5号,,,,,,,1998-06-05,
131067,,,9台台健生環き第160号,旅館・ホテル営業,ﾎﾃﾙ ｴﾚｶﾞﾝｽ,(03)3832-3557,池之端一丁目2番27号,,,,,,35.709042,139.76918,,,,,,,,,,1998-03-27,
131067,,,24台台健生環き第61号,旅館・ホテル営業,GRAPHY NEZU,(03)3828-7377,池之端四丁目5番10号,,,,,,35.717297,139.768631,株式会社ｸﾞﾛｰﾊﾞﾙｴｰｼﾞｪﾝﾂ,,東京都渋谷区神南一丁目20番13号,,,,,,(03)5485-7377,2013-02-15,
131067,,,15台台健生環き第50号,旅館・ホテル営業,旅館勝太郎,(03)3821-9808,池之端四丁目16番8号,,,,,,35.717827,139.769363,有限会社 旅館勝太郎,,東京都台東区池之端四丁目16番8号,,,,,,,2003-09-26,
131067,,,39下保旅指第26号,旅館・ホテル営業,山中旅館,(03)3821-3187,池之端四丁目23番1号,,,,,,35.71859,139.768387,株式会社 山中,,東京都台東区池之端4-23-1,,,,,,,1964-12-08,
131067,,,4台台健生環き第10218号,旅館・ホテル営業,浅草桜橋ﾊｲﾂ,(03)5849-4878,今戸一丁目3番13号,,,,,,35.719257,139.805054,株式会社ﾜｯﾁﾌｨｰﾙﾄﾞ,,東京都台東区今戸一丁目3番13号,,,,,,(03)5849-4878,2023-11-09,
131067,,,31台台健生環き第10209号,旅館・ホテル営業,Klasse House Asakusa,(03)5937-3458,今戸一丁目4番11号,,,,,,35.719406,139.804489,大吉産業株式会社,,東京都新宿区百人町2-15-21,,,,,,(03)5937-3458,2020-01-09,
131067,,,6台台健生環き第10179号,旅館・ホテル営業,ﾌｧﾐﾘｰﾊｳｽ今戸,,今戸一丁目6番25号,,,,,,35.717667,139.803772,ｴﾑｴｽ幕張合同会社,,東京都台東区今戸一丁目6番25‐101号,,,,,,050-5318-5970,2025-02-18,
131067,,,31台台健生環き第10166号,旅館・ホテル営業,宿家･Rendez-vous,,今戸一丁目13番3号,,,,,,35.720016,139.802338,,,,,,,,,,2019-10-29,
131067,,,5台台健生環き第10035号,旅館・ホテル営業,HATAGO HOUSE,(03)6824-1741,今戸一丁目22番7号,,,,,,35.720295,139.804916,ﾌｧﾝﾈｯﾄ株式会社,,東京都中央区新富一丁目15-11ﾏｷﾌﾟﾗｻﾞ303,,,,,,,2023-06-19,
131067,,,30台台健生環き第228号,旅館・ホテル営業,U&Iﾎﾃﾙ 上野_入谷,,入谷一丁目20番10号,,,,,,35.720768,139.786057,ﾕｰ･ｱｲﾎｰﾑ 株式会社,,東京都練馬区練馬1-22-11,,,,,,,2018-12-28,
131067,,,3台台健生環き第10088号,旅館・ホテル営業,ｻｸﾗｸﾛｽﾎﾃﾙ 上野入谷 ｱﾈｯｸｽ,,入谷一丁目21番7号,,,,,,35.720993,139.78627,株式会社ｼｪｱｰﾄﾞﾊﾞﾘｭｰ,,東京都渋谷区宇田川町3-7ﾋｭｰﾘｯｸ渋谷公園通りﾋﾞﾙ4階,,,,,,(03)6695-1270,2022-05-24,
131067,,,4台台健生環き第10172号,旅館・ホテル営業,THE DAY IRIYA,,入谷一丁目25番1号,,,,,,35.721237,139.786118,有限会社 筑波ﾎﾃﾙ,,東京都台東区元浅草二丁目7番8号,,,,,,(03)3834-2556,2023-01-27,
131067,,,22台台健生環き第97号,旅館・ホテル営業,ﾍﾞｯｾﾙｲﾝ上野入谷駅前,(03)5603-7411,入谷一丁目25番6号,,,,,,35.721584,139.78598,株式会社ﾍﾞｯｾﾙﾎﾃﾙ開発,,広島県福山市南本庄三丁目4番27号,,,,,,(084)920-1171,2011-01-27,
131067,,,1台下健衛環き第31号,旅館・ホテル営業,櫻旅館,(03)3876-8118,入谷二丁目6番2号,,,,,,35.718815,139.789062,株式会社 櫻旅館,,東京都台東区入谷二丁目6番2号,,,,,,,1990-06-07,
131067,,,31台台健生環き第10282号,旅館・ホテル営業,渋谷之星入谷館,,入谷二丁目13番3号,,,,,,35.719772,139.788544,瑞智株式会社,,神奈川県藤沢市湘南台三丁目5番地の4,,,,,,(0466)20-5368,2020-04-24,
131067,,,3台台健生環き第10015号,旅館・ホテル営業,AYA HOTEL,,入谷二丁目17番5号,,,,,,35.720425,139.787491,株式会社 ｴﾇﾌﾟﾗｽ,,東京都台東区北上野一丁目7番3号,,,,,,(03)6908-6609,2021-07-01,
